id,hospcode,areacode,date_com,b_year,target,result,result10,result11,result12,result01,result02,result03,result04,result05,result06,result07,result08,result09
"92a705c26f22754d7462e9f742436b6f","03109","32012501","202411161613","2567",3633,11234,1060,1574,951,1147,875,1534,559,871,1165,1500,0,0
"92a705c26f22754d7462e9f742436b6f","01595","17060410","202411160753","2567",708,2175,144,148,107,139,119,762,98,65,121,231,125,116
"92a705c26f22754d7462e9f742436b6f","03111","32020113","202411161613","2567",2782,11664,757,554,1170,2014,1112,473,898,1474,1175,984,620,434
"92a705c26f22754d7462e9f742436b6f","06919","60030205","202411161425","2567",4373,14809,1931,1923,2130,1309,881,757,821,789,792,2000,1294,182
"92a705c26f22754d7462e9f742436b6f","09866","93080201","202411120826","2567",2590,9871,824,898,1420,833,671,710,594,922,882,753,709,655
"92a705c26f22754d7462e9f742436b6f","04127","37030203","202411161106","2567",2656,11628,643,879,816,960,817,823,873,832,975,1661,1287,1099
"92a705c26f22754d7462e9f742436b6f","04846","38030412","202411161019","2567",2209,5697,305,722,472,669,942,738,371,261,238,417,207,356
"92a705c26f22754d7462e9f742436b6f","04695","42030504","202411162110","2567",2067,6699,326,460,1074,817,342,456,509,328,665,478,749,495
"92a705c26f22754d7462e9f742436b6f","06361","54020508","202411161456","2567",2247,9792,655,689,1219,1395,1559,827,417,581,893,544,533,480
"92a705c26f22754d7462e9f742436b6f","03828","35010609","202411161402","2567",807,3979,472,327,277,396,351,322,462,300,256,387,251,178
"92a705c26f22754d7462e9f742436b6f","02269","24080205","202411161832","2567",1414,5132,266,805,833,441,397,315,280,279,572,307,374,263
"92a705c26f22754d7462e9f742436b6f","08337","73011404","202411160719","2567",7904,25832,1576,3467,2224,2821,2518,1844,2209,1841,1912,2569,1302,1549
"92a705c26f22754d7462e9f742436b6f","10021","95010801","202411161613","2567",7447,24383,3352,3311,4940,2567,2064,1451,1514,862,1040,1665,914,703
"92a705c26f22754d7462e9f742436b6f","03918","35081209","202411161402","2567",1454,8516,560,620,685,802,681,1024,539,628,831,787,725,634
"92a705c26f22754d7462e9f742436b6f","09073","82030203","202411170114","2567",936,2524,110,204,555,200,29,182,243,135,435,195,131,105
"92a705c26f22754d7462e9f742436b6f","07634","66030408","202411171139","2567",2902,19447,1200,2217,2295,2726,1572,1570,1240,1372,1360,1543,1211,1171
"92a705c26f22754d7462e9f742436b6f","06159","52040207","202411162229","2567",1429,5254,884,689,494,436,266,345,404,419,501,343,281,192
"92a705c26f22754d7462e9f742436b6f","09321","85010901","202411160632","2567",1998,4870,314,378,683,685,625,543,410,223,248,253,256,252
"92a705c26f22754d7462e9f742436b6f","09808","93030208","202411120826","2567",3023,12734,918,838,832,2442,1154,1855,701,649,989,919,812,625
"92a705c26f22754d7462e9f742436b6f","09367","86020204","202411161528","2567",1915,6519,569,427,1329,420,380,472,386,385,616,596,430,509
"92a705c26f22754d7462e9f742436b6f","07157","62010703","202411162053","2567",6624,29872,6535,2340,2061,2609,3394,1983,1946,1372,1974,2543,1625,1490
"92a705c26f22754d7462e9f742436b6f","10850","24020901","202411161832","2567",28118,133795,13010,11537,11915,13116,10345,10678,10786,11011,10627,10956,10472,9385
